application_system_id;application_system_hex_id;application_system_name;application_system_current_state;application_system_diagram_hex_id;application_system_diagram_description;interaction_id;interaction_name;from_application_id;from_application_hex_id;from_application_name;to_application_id;to_application_hex_id;to_application_name;middleware;middleware_id_0;middleware_name_0;middleware_id_1;middleware_name_1;middleware_id_2;middleware_name_2;middleware_id_3;middleware_name_3;interface_type;pan;pci_card_holder;privacy_flag
AnmnOkEsZr8B;C70CEB9863D82C8D;Holistic Pay - Payment Gateway;Production;C70CEC0263D871EF;Holistic Pay Payment Gateway Diagram;1D683A8063EF4B84;Authorization Advice Initiation request (cain.001)/response (cain 002);OBdLcfAoWjNN;C70CEB9463D82AB1;Holistic Pay - Payment Gateway for Debit;bjx2sYngSneF;C70CEB8E63D82857;Authentic;No;;;;;;;;;WS REST;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;51395D0E692928DF;Application System Structure Diagram;B0B0277866F4969D;NotifyCardAssetCreation;q0z3LoLxc9yJ;5EDE949966F216C7;DRB Package Management System (PMS);D5TQnuceSTpF;C4091959651C0458;CCMS;Yes;oUSVnNuiVjy6;Apache Kafka (onpremise);;;;;;;MESSAGE QUEUE;No;No;No
Y)zPaM71VH07;67DF75A45F041C04;Dynacos Accounting;Production;67DF75B25F041CDF;Application System Structure Diagram;B5C9D78D5E3AD168;Dati saldo creditore;D5TQnuceSTpF;FEB155B5654A72BE;CCMS;92WAE9taT5dF;67DF75BC5F041E66;Dynacos Accounting;No;;;;;;;;;DATA FILE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A460B65FD79290;Card Status Updates [MQ];D5TQnuceSTpF;486D6A4263E34289;CCMS;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;MESSAGE QUEUE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;5D1B8B7463737BEE;Debit Onboarding via file rejected;S0WAF9taT9mF;9E489ECF63E357A0;Dynacos Master Data;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;DATA FILE;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;DABAE8CC60592EC4;Cornèr Public Sites Diagram;A69AC0E86756310A;CCMS.setUpdatePersonPackage;D5TQnuceSTpF;FFF92774675099A3;CCMS;L3gMjrdfa1wH;FFF9251E67509798;PEGA - Onboarding Service;No;;;;;;;;;WS REST;No;No;No
pfh85TZCX5qH;22BA374561324741;BOT - RPA;Production;22BA374E61325224;Application System Structure Diagram;B9341E1A684C9199;Update Natural Person on CCMS;D5TQnuceSTpF;97599B45628C0B00;CCMS;mKPbkfQ7e9mP;CE48EC01682A6AD8;RPA - CCMS_UpdateNaturalPerson;No;;;;;;;;;USER SCREEN;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;D47AEDAA61C2329E;Daily update for Fractals [FILE];EN08sHYeSTiI;486D6A4163E34208;Fractals;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;DATA FILE;No;No;No
Ie7ruzqmXDeL;D47A4F7861C35683;3DSecure;Production;D47A4FA061C3736E;3D Secure Diagram;3B903E855DBD3FC7;3DS Enrollment Response (MQ);D5TQnuceSTpF;D47A4F6161C35530;CCMS;DI67vt1pSHtM;D47A4F1C61C35386;ESB - 3DSecure Container;No;;;;;;;;;MESSAGE QUEUE;No;No;No
Gf7rJromXLHI;D47A2D5361C34915;Loyalty Cornèr Suite (LCS);Production;5ED2AF8861E698CE;Application System Structure Diagram;9E61BB1C5DB13513;Cancel Letter;gL08axYeSDkK;5ED2D44561E6D2BC;Automation Operational Communication (Inspire);D5TQnuceSTpF;5ED2D43261E6D269;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C794145FD76D01;Token Completion Notification (0100) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;w5TQUyceSL7G;486D6A4263E342DF;Mastercard MIP;No;;;;;;;;;WS TCP/IP;Yes;No;No
PzlCdNZfbbBI;32FF35E765A648B9;Clanq;Production;32FF366365A68C8C;Clanq Diagram;69B7745961ED2F6F;CTB Clearing file [FILE];92WAE9taT5dF;32FF35E565A645DE;Dynacos Accounting;D5TQnuceSTpF;32FF35E565A6460C;CCMS;No;;;;;;;;;DATA FILE;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A461215FD79490;Card Status Update [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
mh3PP8dxXrs2;643A721961EE0B6D;Agnitas EMM Direct Mailing;Production;643A730461EE0C87;Agnitas EMM Direct Mailing Diagram;DCAAF062687D65F6;Set Privacy Consent due to hardbounce;D5TQnuceSTpF;DCAAEF96687D6424;CCMS;yMABx2LsYHNC;2CA550BE62D93272;Cornèrcard Batch EMM;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A463C55FD7A439;Card Enquiry [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;Yes;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;FADF0BF0640649B6;Compliance Bucket Update [WS};bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;200E721D5FD36E26;VISA Clearing Incoming file [FILE];D5TQnuceSTpF;ECEB275263C543F8;CCMS;AVxCLJp6dnJ6;A0BAAE076821265C;Visa Clearing Exchange (VCX);No;;;;;;;;;DATA FILE;No;No;No
P5pf77hjTTtV;A731B1C75DB67F77;UPAT;Production;A731B1D25DB67FDD;Application System Structure Diagram-2;CE493F31682B0682;ESB Mapint (UPAT) -> CCMS;D5TQnuceSTpF;A731B30A5DB683B9;CCMS;Ev0im2h1V9OI;B00ECB335F064C64;ESB - Mapint Container;No;;;;;;;;;WS REST;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A4625C5FD79889;Exception File [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
Gf7rJromXLHI;D47A2D5361C34915;Loyalty Cornèr Suite (LCS);Production;5ED2AF8861E698CE;Application System Structure Diagram;5ED2D46D61E6D336;LCS emails/letters [MQ];D5TQnuceSTpF;5ED2D43261E6D269;CCMS;9Kn9pWYFVrC2;5ED2B52B61E69C74;LCS Loyalty Cornèr Suite;No;;;;;;;;;MESSAGE QUEUE;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;51395D0E692928DF;Application System Structure Diagram;C40919AB651C04C7;CCMS.GetPersonRoleSearch;D5TQnuceSTpF;C4091959651C0458;CCMS;L3gMjrdfa1wH;F8356FD065008939;PEGA - Onboarding Service;No;;;;;;;;;WS REST;No;No;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;33A44D325FD76C33;Changing Cardholder data Rejected [FILE];u5TQc4eeS1KM;486D48FA63E33315;GILC B2B External Partners;D5TQnuceSTpF;ECEB275263C543F8;CCMS;Yes;ztytFaXvZn0r;DataOne - MFT;;;;;;;DATA FILE;No;No;No
HBjNmhfvXLvE;5ED29AF061E63B95;Customer Care POCI (PEGA);Production;5ED29B0A61E653A3;Application System Structure Diagram-2;5D1CBDD16841DB59;[REST] PEGA SVCS Customer Care -> CCMS;D5TQnuceSTpF;5ED29AEA61E63612;CCMS;E3gMF8efazkI;249E382365E85B3A;PEGA - Customer Care Service;No;;;;;;;;;WS REST;No;No;Yes
MNAT7tNlTDDZ;74A57DC75DBD8CD3;CLM Onboarding (PEGA);Production;74A57E095DBD8D48;CLM Onboarding (PEGA) Diagram;435344335ED172B7;ESB Pega Int -> CCMS;D5TQnuceSTpF;74A580F15DBDA075;CCMS;TVYFFFKhTjHG;74A57E545DBD8ECD;ESB - Pega Int Container;No;;;;;;;;;WS REST;No;No;Yes
2nh3cIKwXvY5;0EBC44A661E9162E;iCornèr & myOS & Card24 Private Site;Production;0EBC44D261E93CB5;Application System Structure Diagram-2;885D1D27645DE076;DCI PIN Change (Digital);bjx2sYngSneF;0EBC449E61E90DF8;Authentic;r89ADfeqZrhi;B1DAB24064644472;iCornèr Cards Services;No;;;;;;;;;WS REST;No;Yes;Yes
MS2TOvv(XfvZ;74279E5861FB8F9A;Convenience Cards Customer Management;Production;74279E8161FBBD28;Application System Structure Diagram-2;938EF1D468D33AE0;PEGA SVCS Convenience -> AUX;bjx2sYngSneF;74279E5461FB8ADF;Authentic;WyCqNPjtbvzC;D4946F1C68404D72;Pega IT Service - Convenience;No;;;;;;;;;WS REST;No;No;No
trPESyetYXYZ;399D8F1C62DE8E28;Catalyst - LOEB Club;Production;399D8F8E62DEB663;Application System Structure Diagram;9E7E0E81601C8B52;Transactions [FILE];9Kn9pWYFVrC2;399D977F62DEFF05;LCS Loyalty Cornèr Suite;D5TQnuceSTpF;399E9E0B62DE0375;CCMS;No;;;;;;;;;DATA FILE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;1ED8279662B455BE;CCMS Person Data;xCyZFkkLYntE;7DC980CA64F10FA9;Holistic Pay - Person Registry;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
O7zk3wjkTzLT;BBD1DE835DBA755F;Collection (PEGA);Production;BBD1DE8B5DBA75BC;Collection PEGA System Diagram;BBD1E81E5DBA9A6B;CCMS -> Debit (FILE);u49XZXveSHPb;BBD1E7FF5DBA99E7;Debit;D5TQnuceSTpF;BBD1E4585DBA87F8;CCMS;No;;;;;;;;;DATA FILE;Yes;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;FADF017464064068;Authorisation Token request;mf7z(PZVYTyf;FADF014964064014;Keycloak;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;WS REST;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;DABAE8CC60592EC4;Cornèr Public Sites Diagram;18DC19B2678A5BFD;CCMS.UpdatePerson (EEP);D5TQnuceSTpF;C4091959651C0458;CCMS;L3gMjrdfa1wH;F8356FD065008939;PEGA - Onboarding Service;No;;;;;;;;;WS REST;No;No;No
)dSjqqiEUX3i;B5C9CD345E3AB038;èSAP (S/4HANA and Bank Analyzer);Production;B5C9CD395E3AB08E;Application System Structure Diagram;C5ACC6435F9B73A7;PCx General Ledger daily [txt FILE];SL08S)YeSjzK;B5C9CD515E3AB213;èSAP - S/4HANA;D5TQnuceSTpF;4EF2C2665F9AA64B;CCMS;No;;;;;;;;;DATA FILE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;C69AC91D5F113B3C;Richiesta di esecuzione di un pagamento/rimborso;z3WAE9taTLkF;49774B2C63E23C50;Dynacos Payments;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
WhCYewehTXJ5;88CA8EA85DAE1538;Winwin;Production;88CA8EBD5DAE160A;Application System Structure Diagram-1;08704FB4683020D9;ESB ZoomTool WinWin -> CCMS;D5TQnuceSTpF;88CA924D5DAE3176;CCMS;rLycFnPhTr(C;88CA8EDF5DAE1726;ESB - ZoomTool WinWin;No;;;;;;;;;WS REST;No;No;Yes
W2C5rkYUUfhM;14C02BB55E7A5ABA;Partner Card Services (PCS);Production;14C02BBC5E7A5B10;Application System Structure Diagram;6994BE00602F868B;Retrieve CCID [WS REST];D5TQnuceSTpF;14C02C1C5E7A5E45;CCMS;kIPQ4TuBWfTV;6994BD7B602F840E;Push Notification Services (PNS);No;;;;;;;;;WS REST;No;No;No
MNAT7tNlTDDZ;74A57DC75DBD8CD3;CLM Onboarding (PEGA);Production;74A57E095DBD8D48;CLM Onboarding (PEGA) Diagram;890092BC6509AB46;Create Event Case (REST);wM08r7ZeSjXL;890090176509A1EB;ESB - CCMS Container;D5TQnuceSTpF;74A580F15DBDA075;CCMS;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C793B45FD76923;Financial Reversal (0400, 0420) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;qrsiKQRzZf4Q;E098582F64076DD9;DCI Diners Private CPN (Client Private Network);No;;;;;;;;;WS TCP/IP;Yes;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;57BCB562650161E6;AddTRXPAN;bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;Yes;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;1D683A8063EF4B84;Authorization Advice Initiation request (cain.001)/response (cain 002);OBdLcfAoWjNN;885D1144645DD2FB;Holistic Pay - Payment Gateway for Debit;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;WS REST;No;No;No
UNycFuPhTz8E;9BC59E0F5DAD388F;ZoomTool;Production;9BC59E155DAD38EA;Application System Structure Diagram;DB2B01D35E833ACC;Get Picture Card and Status-1;rLycFnPhTr(C;A6E1A9D35DAD78F6;ESB - ZoomTool WinWin;D5TQnuceSTpF;A6E1AA825DAD7B6D;CCMS;No;;;;;;;;;WS REST;No;No;No
pfh85TZCX5qH;22BA374561324741;BOT - RPA;Production;22BA374E61325224;Application System Structure Diagram;97599B77628C0B72;CCMS Change Address;D5TQnuceSTpF;97599B45628C0B00;CCMS;Dxb6YUrYYfHL;97599B03628C0AB4;RPA - CCMS Change Address;No;;;;;;;;;USER SCREEN;No;No;Yes
Gf7rJromXLHI;D47A2D5361C34915;Loyalty Cornèr Suite (LCS);Production;5ED2AF8861E698CE;Application System Structure Diagram;5ED2BCB561E6A1BA;add/update/reconciliation member data [MQ];9Kn9pWYFVrC2;5ED2B52B61E69C74;LCS Loyalty Cornèr Suite;D5TQnuceSTpF;5ED2B34361E69C10;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;DABAE8CC60592EC4;Cornèr Public Sites Diagram;435344335ED172B7;ESB Pega Int -> CCMS;D5TQnuceSTpF;08709405683039A9;CCMS;TVYFFFKhTjHG;087097BC68303B61;ESB - Pega Int Container;No;;;;;;;;;WS REST;No;No;Yes
O7zk3wjkTzLT;BBD1DE835DBA755F;Collection (PEGA);Production;BBD1DE8B5DBA75BC;Collection PEGA System Diagram;435344335ED172B7;ESB Pega Int -> CCMS;D5TQnuceSTpF;BBD1E4585DBA87F8;CCMS;TVYFFFKhTjHG;BBD1DEB45DBA76D8;ESB - Pega Int Container;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;2D034F8C64138EA7;Card Flags Update [MQ];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;200E776D5FD37C01;MC Exchange Rate file [FILE];D5TQnuceSTpF;ECEB275263C543F8;CCMS;U7zK4J6LSDz3;6F32711963C51409;Sterling Connect Direct;No;;;;;;;;;DATA FILE;No;No;No
I0kNzZc7b5(2;5EE068FD651E0BE1;Instant Payments;Production;5EE06B36651E11E7;Application System Structure Diagram;2D034FE164139022;Account Balance Update WS;bjx2sYngSneF;8A94A51F66F6272B;Authentic;D5TQnuceSTpF;5EE06C6D651E1401;CCMS;No;;;;;;;;;WS REST;No;No;No
pfh85TZCX5qH;22BA374561324741;BOT - RPA;Production;22BA374E61325224;Application System Structure Diagram;B9341CC7684C8E6D;Create Bank Institution on CCMS;D5TQnuceSTpF;97599B45628C0B00;CCMS;ocgZ0WSldvGW;CE48ED54682A6EED;RPA - CCMS Ordering Bank Institution;No;;;;;;;;;USER SCREEN;No;No;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;222E425468A4823B;Card Personalization for NiD;Ip)bC)Wce5Se;222E40BF68A481DC;NiD Perso CH;D5TQnuceSTpF;ECEB275263C543F8;CCMS;Yes;ztytFaXvZn0r;DataOne - MFT;;;;;;;DATA FILE;Yes;Yes;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;69B7745961ED2F6F;CTB Clearing file [FILE];gSRQEUNxXvNE;7DC9996464F12A29;Debit Bank (offline mode);D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;DATA FILE;No;No;No
PzlCdNZfbbBI;32FF35E765A648B9;Clanq;Production;32FF366365A68C8C;Clanq Diagram;DCE2E9C8652C5571;MainContactAlign;wM08r7ZeSjXL;32FF35E765A647DA;ESB - CCMS Container;D5TQnuceSTpF;32FF35E565A6460C;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C790B05FD759BD;Financial Auth Request (0100) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;w5TQUyceSL7G;486D6A4263E342DF;Mastercard MIP;No;;;;;;;;;WS TCP/IP;Yes;Yes;No
r(3aPL9xZjcF;903F955963EC3E6B;Cornèr Partner Integration (CPI);Production;903F956863EC47C8;Cornèr Partner Integration Diagram;B971E362642A90D0;CPI->AUX VCN Transactions;bjx2sYngSneF;903F955863EC3DC3;Authentic;6(H9MK4LYbFE;903F955763EC3D17;Cornèr Partner Integration (CPI);No;;;;;;;;;WS REST;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C793B45FD76923;Financial Reversal (0400, 0420) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;w5TQUyceSL7G;486D6A4263E342DF;Mastercard MIP;No;;;;;;;;;WS TCP/IP;Yes;No;No
O7zk3wjkTzLT;BBD1DE835DBA755F;Collection (PEGA);Production;BBD1DE8B5DBA75BC;Collection PEGA System Diagram;20FE3F7561FA9F44;Send CardHolder Certificate;gL08axYeSDkK;BBD1E3465DBA8441;Automation Operational Communication (Inspire);D5TQnuceSTpF;BBD1E4585DBA87F8;CCMS;Yes;s2vXqg8gTHFQ;MQ Series;;;;;;;MESSAGE QUEUE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;031054EA664347BB;Get Authorization Fraud Score;ZrIdQlT)Z10X;C37DCB07669842E2;FRED Predictor;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;WS REST;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C788EF5FD7393D;Daily Update [FILE];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;DATA FILE;No;No;No
pfh85TZCX5qH;22BA374561324741;BOT - RPA;Production;22BA374E61325224;Application System Structure Diagram;38D945E061AE840B;Unmatched Payment customer;D5TQnuceSTpF;97599B45628C0B00;CCMS;ieh8slZCXvXR;0A95450D61546464;RPA - CCMS Unmatched payment;No;;;;;;;;;USER SCREEN;No;No;Yes
Y)zPaM71VH07;67DF75A45F041C04;Dynacos Accounting;Production;67DF75B25F041CDF;Application System Structure Diagram;69B7745961ED2F6F;CTB Clearing file [FILE];92WAE9taT5dF;67DF75BC5F041E66;Dynacos Accounting;D5TQnuceSTpF;918DAE42654865A5;CCMS;No;;;;;;;;;DATA FILE;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;2D034F2064138D2A;Card Flags Update [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
Gf7rJromXLHI;D47A2D5361C34915;Loyalty Cornèr Suite (LCS);Production;5ED2AF8861E698CE;Application System Structure Diagram;9E61BB005DB13310;Request Letter;gL08axYeSDkK;5ED2D44561E6D2BC;Automation Operational Communication (Inspire);D5TQnuceSTpF;5ED2D43261E6D269;CCMS;No;;;;;;;;;MESSAGE QUEUE;Yes;Yes;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C794465FD76EF0;Tokenization Event Notification (0100) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;w5TQUyceSL7G;486D6A4263E342DF;Mastercard MIP;No;;;;;;;;;WS TCP/IP;Yes;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;DABAE8CC60592EC4;Cornèr Public Sites Diagram;08709A3668303F8D;PEGA SVCS.CustomerCare -> CCMS;D5TQnuceSTpF;08709405683039A9;CCMS;E3gMF8efazkI;087097F068303B99;PEGA - Customer Care Service;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;FADF2B3264065A2A;AGGA DEBIT Internal Output [FILE];D5TQnuceSTpF;486D6A4263E34289;CCMS;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;DATA FILE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;F3C0613B68B06D55;Card&Cardholder API;D5TQnuceSTpF;ECEB275263C543F8;CCMS;RT5OSw8YerJJ;222E467B68A48660;Amiko Edge (Rivero);No;;;;;;;;;WS REST;Yes;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C7896D5FD73F0C;AGGA Output [FILE];EN08sHYeSTiI;486D6A4163E34208;Fractals;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;DATA FILE;No;No;No
pfh85TZCX5qH;22BA374561324741;BOT - RPA;Production;22BA374E61325224;Application System Structure Diagram;B9341E59684C949B;Closure Case Issuance on CCMS;D5TQnuceSTpF;97599B45628C0B00;CCMS;gGL8)Ap2ejWH;CE48ED36682A6EAC;RPA - CCMS_ClosureCaseIssuance;No;;;;;;;;;USER SCREEN;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;885D1D27645DE076;DCI PIN Change (Digital);bjx2sYngSneF;486D6A4163E341DD;Authentic;l4G10omUUXA7;92E4E8856405B89F;Cornèrcard App Mobile Services;No;;;;;;;;;WS REST;No;Yes;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C791C15FD7617B;Token Notification Advice (0620) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;MhIZ0lvHSXG6;486D6A4463E34437;Visa EAS (EAS-C);No;;;;;;;;;WS TCP/IP;Yes;No;No
cs((Nq6pX5EB;FBED6D1761CC2CE1;GT Suite Bottomline;Production;FBED6D4761CC60F7;Application System Structure Diagram;C69AC94E5F113D37;Risposta ad una richiesta di rimborso;D5TQnuceSTpF;FBED6D1561CC2B3B;CCMS;z3WAE9taTLkF;FBED6D1461CC29D7;Dynacos Payments;Yes;5IL8wHp2eTAI;IBM MQ;;;;;;;MESSAGE QUEUE;No;No;Yes
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;DABAE8CC60592EC4;Cornèr Public Sites Diagram;2A775BA367405049;AddPersonRole;D5TQnuceSTpF;C4091959651C0458;CCMS;L3gMjrdfa1wH;F8356FD065008939;PEGA - Onboarding Service;No;;;;;;;;;WS REST;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;3B903E545DBD3DCB;3DS Enrollment Request (MQ);DI67vt1pSHtM;7DC9B0CF64F16E28;ESB - 3DSecure Container;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;B0B0277866F4969D;NotifyCardAssetCreation;q0z3LoLxc9yJ;DC24DF32670455B6;DRB Package Management System (PMS);D5TQnuceSTpF;ECEB275263C543F8;CCMS;Yes;oUSVnNuiVjy6;Apache Kafka (onpremise);;;;;;;MESSAGE QUEUE;No;No;No
2nh3cIKwXvY5;0EBC44A661E9162E;iCornèr & myOS & Card24 Private Site;Production;0EBC44D261E93CB5;Application System Structure Diagram-2;D47A2C1B61C34668;Authentic Transactions services;bjx2sYngSneF;0EBC449E61E90DF8;Authentic;WY74HrZTT9LP;0EBC449E61E90E7C;ESB - iCornèr COP2 Container;No;;;;;;;;;WS REST;No;No;No
KIO(fdsmcLqL;F98469E966C35745;iCornèr Card24 MyOnlineServices App;Production;F9846AA066C39CF1;iCornèr Card24 MyOnlineServices App Diagram;94999A056478CAAF;Rewards -> CCMS;D5TQnuceSTpF;F98469E266C351BA;CCMS;pw00rbn6ajVd;F98469DF66C34ED2;iCornèr - Rewards Services;No;;;;;;;;;WS REST;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;CF95D5E462253643;Debit card data;D5TQnuceSTpF;ECEB275263C543F8;CCMS;2jmvcv(jT9eP;FA22166163E52FE0;ESB - GILC Banking Services;No;;;;;;;;;WS REST;No;No;Yes
