application_system_id;application_system_hex_id;application_system_name;application_system_current_state;application_system_diagram_hex_id;application_system_diagram_description;interaction_id;interaction_name;from_application_id;from_application_hex_id;from_application_name;to_application_id;to_application_hex_id;to_application_name;middleware;middleware_id_0;middleware_name_0;middleware_id_1;middleware_name_1;middleware_id_2;middleware_name_2;middleware_id_3;middleware_name_3;interface_type;pan;pci_card_holder;privacy_flag
MNAT7tNlTDDZ;74A57DC75DBD8CD3;CLM Onboarding (PEGA);Production;74A57E095DBD8D48;CLM Onboarding (PEGA) Diagram;5D1C91B568414D59;[REST] PEGA SVCS Onboarding -> CCMS;D5TQnuceSTpF;74A580F15DBDA075;CCMS;L3gMjrdfa1wH;E3E301F564B07DC0;PEGA - Onboarding Service;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;FE1C0D3E5D615D9B;AUX -> SPLUNK;lM08ZJYeSfpI;486D6A4463E3440C;Splunk;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;DATA FILE;No;No;No
pfh85TZCX5qH;22BA374561324741;BOT - RPA;Production;22BA374E61325224;Application System Structure Diagram;8F7ABB17643F1936;CCMS connect;D5TQnuceSTpF;97599B45628C0B00;CCMS;VgtZnxwFaX43;8F7ABA93643F185E;RPA - CCMS_DowngradeKYC;No;;;;;;;;;USER SCREEN;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A463035FD79E4F;Customer Contact Update [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;Yes
Gf7rJromXLHI;D47A2D5361C34915;Loyalty Cornèr Suite (LCS);Production;5ED2AF8861E698CE;Application System Structure Diagram;9E7E0E81601C8B52;Transactions [FILE];9Kn9pWYFVrC2;5ED2B52B61E69C74;LCS Loyalty Cornèr Suite;D5TQnuceSTpF;5ED2B34361E69C10;CCMS;No;;;;;;;;;DATA FILE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;BBD1C9DF5DBA558C;CCMS -> FRAN;wM08r7ZeSjXL;570B861E63E3A7C1;ESB - CCMS Container;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;WS REST;No;No;Yes
Y)zPaM71VH07;67DF75A45F041C04;Dynacos Accounting;Production;67DF75B25F041CDF;Application System Structure Diagram;B5C9D78D5E3AD168;Dati saldo creditore;92WAE9taT5dF;67DF75BC5F041E66;Dynacos Accounting;D5TQnuceSTpF;365548B363B516D4;CCMS;No;;;;;;;;;DATA FILE;No;No;Yes
KIO(fdsmcLqL;F98469E966C35745;iCornèr Card24 MyOnlineServices App;Production;F9846AA066C39CF1;iCornèr Card24 MyOnlineServices App Diagram;F2E014E95D4CACC4;payments->ccms;D5TQnuceSTpF;F98469E266C351BA;CCMS;F89AtdeqZ1Fi;F98469E866C3564B;iCornèr Payments Service;No;;;;;;;;;WS REST;Yes;No;No
QEyZajkLYXGE;8FC3EB6462563908;Holistic Pay - Person Registry;Production;8FC3EB6E625639E5;Application System Structure Diagram;F47A0F79627E7694;CCMS Citizen;D5TQnuceSTpF;8FC3EC9E62564063;CCMS;oUSVnNuiVjy6;8FC3EBA462563D0C;Apache Kafka (onpremise);No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C78A555FD74393;Check Card Eligibility [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;P)WW01fmTb0K;37C96F6C66332BC2;Nevis Proxy;No;;;;;;;;;WS REST;Yes;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;885D1905645DDDEB;CC - Translate PINBlock (ZPK->ZPK);uK08C1ZeSL4L;486D6A4463E343B6;Thales PayShield HSM;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;WS TCP/IP;No;Yes;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;FADF25C7640650E2;AGGA DEBIT Internal Output [FILE]-1;OBdLcfAoWjNN;885D1144645DD2FB;Holistic Pay - Payment Gateway for Debit;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;DATA FILE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;48B675CF5F996B1D;pain008;VmcX)ueAUzMQ;49774C1F63E23DBD;Postfinance;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;DATA FILE;No;No;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;F3C062AD68B072E8;Create Amiko Case;RT5OSw8YerJJ;222E467B68A48660;Amiko Edge (Rivero);D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;WS REST;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;57BCBB4F65016C5C;Compensate TRX PAN Permanent Blockage;D5TQnuceSTpF;486D6A4263E34289;CCMS;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;MESSAGE QUEUE;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A462BA5FD79A71;PIN Try Counter Reset [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;DABAE8CC60592EC4;Cornèr Public Sites Diagram;1ED8279662B455BE;CCMS Person Data;xCyZFkkLYntE;D32C2AC5633C50F2;Holistic Pay - Person Registry;D5TQnuceSTpF;C4091959651C0458;CCMS;Yes;oUSVnNuiVjy6;Apache Kafka (onpremise);;;;;;;MESSAGE QUEUE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A4643A5FD7AA06;Compliance Enquiry [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;51395D0E692928DF;Application System Structure Diagram;08709A3668303F8D;PEGA SVCS.CustomerCare -> CCMS;D5TQnuceSTpF;08709405683039A9;CCMS;E3gMF8efazkI;087097F068303B99;PEGA - Customer Care Service;No;;;;;;;;;WS REST;No;No;Yes
QEyZajkLYXGE;8FC3EB6462563908;Holistic Pay - Person Registry;Production;8FC3EB6E625639E5;Application System Structure Diagram;1ED8242862B44D1F;CCMS Customer Document;D5TQnuceSTpF;8FC3EC9E62564063;CCMS;oUSVnNuiVjy6;8FC3EBA462563D0C;Apache Kafka (onpremise);No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;294A6D6A5E7B5ACC;Get Bank BlackList Person Search;wM08r7ZeSjXL;570B861E63E3A7C1;ESB - CCMS Container;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;WS REST;No;No;Yes
MNAT7tNlTDDZ;74A57DC75DBD8CD3;CLM Onboarding (PEGA);Production;74A57E095DBD8D48;CLM Onboarding (PEGA) Diagram;ECB98ABC6859B906;automatic acquisition [MQ];A(Cq7yjtbLOF;ECB9895C6859B773;PEGA IT Service - Async Handler;D5TQnuceSTpF;ECB98A5C6859B7EF;CCMS;Yes;5IL8wHp2eTAI;IBM MQ;;;;;;;;No;No;No
HBjNmhfvXLvE;5ED29AF061E63B95;Customer Care POCI (PEGA);Production;5ED29B0A61E653A3;Application System Structure Diagram-2;AA7A3C5C688AC34A;PEGA SVCS Enterprise -> CCMS;D5TQnuceSTpF;5ED29AEA61E63612;CCMS;1yCqGojtbbdE;AA7A3A0A688AA975;Pega IT Service - Enterprise;No;;;;;;;;;WS REST;No;No;Yes
aGagWhy7b1AQ;AA44CAE0651F68A0;Legal Inquiry;Production;AA44CB33651F6980;Legal Inquiry Diagram;12FC241C63E57056;CC BlackList Person Search;D5TQnuceSTpF;353163C665365AAC;CCMS;2jmvcv(jT9eP;3531646C65365BFA;ESB - GILC Banking Services;No;;;;;;;;;WS REST;No;No;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;33A44E0E5FD76E77;Card Personalization File [FILE];JL08WdYeSbjJ;570B828463E39D6F;Thales CH/EU - Perso Bureau (ex GEMALTO);D5TQnuceSTpF;ECEB275263C543F8;CCMS;Yes;ztytFaXvZn0r;DataOne - MFT;;;;;;;DATA FILE;Yes;Yes;Yes
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;51395D0E692928DF;Application System Structure Diagram;435344335ED172B7;ESB Pega Int -> CCMS;D5TQnuceSTpF;08709405683039A9;CCMS;TVYFFFKhTjHG;087097BC68303B61;ESB - Pega Int Container;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A437765FD74480;Encryption/Decryption services;uK08C1ZeSL4L;486D6A4463E343B6;Thales PayShield HSM;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;WS TCP/IP;Yes;Yes;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;200E7A8E5FD38925;VISA Exchange Rate file [FILE];D5TQnuceSTpF;ECEB275263C543F8;CCMS;x7zKVI6LSLn3;6F32702A63C5120B;Visa Edit Package;No;;;;;;;;;DATA FILE;No;No;No
KIO(fdsmcLqL;F98469E966C35745;iCornèr Card24 MyOnlineServices App;Production;F9846AA066C39CF1;iCornèr Card24 MyOnlineServices App Diagram;647D82E86239CB1C;Auth -> CCMS;D5TQnuceSTpF;F98469E366C352B0;CCMS;xFuuk4H3YrhA;F98469E166C350F6;iCornèr Authorization Services;No;;;;;;;;;WS REST;Yes;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;92E4E02864058E17;Network Management (0800) [TCP/IP];qrsiKQRzZf4Q;E098582F64076DD9;DCI Diners Private CPN (Client Private Network);bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;WS TCP/IP;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C78AB55FD74773;Passcode [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;P)WW01fmTb0K;37C96F6C66332BC2;Nevis Proxy;No;;;;;;;;;WS REST;No;No;No
trPESyetYXYZ;399D8F1C62DE8E28;Catalyst - LOEB Club;Production;399D8F8E62DEB663;Application System Structure Diagram;5ED2C5FE61E6B5F3;LCS Burn/earn advice [FILE];D5TQnuceSTpF;399E9E0B62DE0375;CCMS;9Kn9pWYFVrC2;399D977F62DEFF05;LCS Loyalty Cornèr Suite;No;;;;;;;;;DATA FILE;No;No;No
MS2TOvv(XfvZ;74279E5861FB8F9A;Convenience Cards Customer Management;Production;74279E8161FBBD28;Application System Structure Diagram-2;938EF87168D34FBD;PEGA SVCS Convenience-> CCMS;D5TQnuceSTpF;74279E5261FB885E;CCMS;WyCqNPjtbvzC;D4946F1C68404D72;Pega IT Service - Convenience;No;;;;;;;;;WS REST;No;No;No
f3)VxAw5c5rJ;7FF0A2BB66174F51;Partner Collaboration Tool (PCT);Production;7FF0A2EC66176BBB;Application System Structure Diagram;4DF6CC5C6400E950;Search Authorizations;bjx2sYngSneF;7FF0A2BD661751AE;Authentic;bTFtvjbXY5MT;7FF0A2BD661750CE;Partner Collaboration Tool (PCT) - Info;No;;;;;;;;;WS REST;No;No;No
O7zk3wjkTzLT;BBD1DE835DBA755F;Collection (PEGA);Production;BBD1DE8B5DBA75BC;Collection PEGA System Diagram;6E9A80595E6F670C;Create/Update Pega cases;TVYFFFKhTjHG;BBD1DEB45DBA76D8;ESB - Pega Int Container;D5TQnuceSTpF;BBD1E4585DBA87F8;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;No
MNAT7tNlTDDZ;74A57DC75DBD8CD3;CLM Onboarding (PEGA);Production;74A57E095DBD8D48;CLM Onboarding (PEGA) Diagram;DD9C003B5F182159;Due diligence changes [MQ];TVYFFFKhTjHG;74A57E545DBD8ECD;ESB - Pega Int Container;D5TQnuceSTpF;74A580F15DBDA075;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
ZncXpreAUPuO;866C8D735E2A6386;Dynacos Payments;Production;866C8D785E2A63D9;Application System Structure Diagram;C69AC94E5F113D37;Risposta ad una richiesta di rimborso;D5TQnuceSTpF;866C8E8F5E2A69F3;CCMS;z3WAE9taTLkF;866C8DBB5E2A687F;Dynacos Payments;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
KIO(fdsmcLqL;F98469E966C35745;iCornèr Card24 MyOnlineServices App;Production;F9846AA066C39CF1;iCornèr Card24 MyOnlineServices App Diagram;8A2ADD0D65DDBFD3;insurance->ccms;D5TQnuceSTpF;F98469E266C351BA;CCMS;6hngs8xfbvvR;F98469DF66C34F1A;iCornèr Insurances Services;No;;;;;;;;;WS REST;No;No;No
AnmnOkEsZr8B;C70CEB9863D82C8D;Holistic Pay - Payment Gateway;Production;C70CEC0263D871EF;Holistic Pay Payment Gateway Diagram;7B27F31B633AE0BC;SCAD - Expired authorization list-1;Nre87COJYPJE;C70CEB8A63D826D4;Google Cloud Kafka - Aiven Managed;bjx2sYngSneF;C70CEB8E63D82857;Authentic;Yes;H3vXug8gTPGR;UC4:global (Broadcom Automic Automation);;;;;;;MESSAGE QUEUE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;33A437765FD74480;Encryption/Decryption services;uK08C1ZeSL4L;570B836A63E3A0B9;Thales PayShield HSM;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;WS TCP/IP;Yes;Yes;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;F4E2F6565EDD7700;Outgoing Payments instruction (PAIN);F1WAJ9taTvYG;49774BD463E23D6C;GTFrame;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
Zkmvrd)jTz2W;E70BF9F55DB7802F;Dynacos Master Data;Production;E70BF9FD5DB7808D;Application System Structure Diagram-2;49B064A1622B2F05;Debit File Acquisition;D5TQnuceSTpF;294A71AD5E7B69CF;CCMS;S0WAF9taT9mF;E70B086A5DB8860D;Dynacos Master Data;No;;;;;;;;;DATA FILE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C7899B5FD740FB;AGGA Internal Output [FILE];D5TQnuceSTpF;486D6A4263E34289;CCMS;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;DATA FILE;No;No;No
trPESyetYXYZ;399D8F1C62DE8E28;Catalyst - LOEB Club;Production;399D8F8E62DEB663;Application System Structure Diagram;5ED2BCB561E6A1BA;add/update/reconciliation member data [MQ];9Kn9pWYFVrC2;399D977F62DEFF05;LCS Loyalty Cornèr Suite;D5TQnuceSTpF;399E9E0B62DE0375;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;51395D0E692928DF;Application System Structure Diagram;1F582F2D674853CA;CCMS.createContractRequest;D5TQnuceSTpF;FFF92774675099A3;CCMS;L3gMjrdfa1wH;FFF9251E67509798;PEGA - Onboarding Service;No;;;;;;;;;WS REST;No;No;Yes
ZncXpreAUPuO;866C8D735E2A6386;Dynacos Payments;Production;866C8D785E2A63D9;Application System Structure Diagram;C69AC91D5F113B3C;Richiesta di esecuzione di un pagamento/rimborso;z3WAE9taTLkF;866C8DBB5E2A687F;Dynacos Payments;D5TQnuceSTpF;866C8E8F5E2A69F3;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
MS2TOvv(XfvZ;74279E5861FB8F9A;Convenience Cards Customer Management;Production;74279E8161FBBD28;Application System Structure Diagram-2;8ED1973E5E85815E;charge fee;D5TQnuceSTpF;74279E5261FB885E;CCMS;TVYFFFKhTjHG;74279E5261FB8819;ESB - Pega Int Container;No;;;;;;;;;MESSAGE QUEUE;No;No;No
S7zkq9ikT1zC;BBD1C2745DBA33D0;Pythagoras;Production;BBD1C27B5DBA342E;Pythagoras System Diagram;B427ED1163DC2F81;Instant Payment Screening Service;B1tprg3jZLNa;C70CCA6263D80899;Pythagoras IPSS;bjx2sYngSneF;C70CD0FC63D815A8;Authentic;No;;;;;;;;;WS SOAP;Yes;No;Yes
HBjNmhfvXLvE;5ED29AF061E63B95;Customer Care POCI (PEGA);Production;5ED29B0A61E653A3;Application System Structure Diagram-2;5D1CBF4F6841DED3;[REST] PEGA SVCS Customer Care -> AUX;bjx2sYngSneF;5ED29AED61E6391A;Authentic;E3gMF8efazkI;249E382365E85B3A;PEGA - Customer Care Service;No;;;;;;;;;WS REST;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A4650E5FD7AFD6;Chip Script Enquiry [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;I7TQm0deSbRG;486D6A4163E34233;Authorization GUI;No;;;;;;;;;WS REST;No;No;No
P1vEm2LlTn1M;3B9050B05DBD581C;Consumer Finance;Production;3B9050D05DBD587A;Consumer Finance Diagram;74A579715DBD840B;GetLimit (REST);D5TQnuceSTpF;74A5794A5DBD8389;CCMS;L5TQOedeS5aI;3B9050FC5DBD5996;Consumer Finance API (Click & Go);No;;;;;;;;;WS REST;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C790B05FD759BD;Financial Auth Request (0100) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;MhIZ0lvHSXG6;486D6A4463E34437;Visa EAS (EAS-C);No;;;;;;;;;WS TCP/IP;Yes;Yes;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;D619D9965E854065;AGGA FILE matched [FILE];L5TQOedeS5aI;744A9596653F34B3;Consumer Finance API (Click & Go);bjx2sYngSneF;486D6A4163E341DD;Authentic;Yes;ztytFaXvZn0r;DataOne - MFT;xNATDWNlTLiV;Dinit File Mediation (DFM);;;;;DATA FILE;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;B5C9D8FA5E3ADA1E;Garanzie CC;60WAM9taT5(G;4ADF4C3B63EB0A81;Master Finance;D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
P1vEm2LlTn1M;3B9050B05DBD581C;Consumer Finance;Production;3B9050D05DBD587A;Consumer Finance Diagram;A9F8B0A45F3A14F7;Financial Authorizations;m9esErjjTLNO;74A575C05DBD76C8;CNS Brain Authentic;bjx2sYngSneF;74A575CE5DBD7724;Authentic;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A4647E5FD7ABF5;Transaction List Enquiry [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;37C9867766336197;Card Metadata Update Notification [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;P)WW01fmTb0K;37C96F6C66332BC2;Nevis Proxy;No;;;;;;;;;WS REST;No;No;Yes
MS2TOvv(XfvZ;74279E5861FB8F9A;Convenience Cards Customer Management;Production;74279E8161FBBD28;Application System Structure Diagram-2;6E9A80B65E6F6907;Create/Update CCMS cases;D5TQnuceSTpF;74279E5261FB885E;CCMS;TVYFFFKhTjHG;74279E5261FB8819;ESB - Pega Int Container;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;51395D0E692928DF;Application System Structure Diagram;435344335ED172B7;ESB Pega Int -> CCMS;D5TQnuceSTpF;64BEC431675170F3;CCMS;TVYFFFKhTjHG;FFF92552675097DD;ESB - Pega Int Container;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;FADF258864064F65;AGGA DEBIT External Output [FILE];EN08sHYeSTiI;486D6A4163E34208;Fractals;bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;DATA FILE;No;No;No
Gh7rDRrmXLaz;D47A56CD61C3F645;Customer Notification Services (CNS);Production;D47B56FE61C30E0A;Customer Notification Services Diagram;A9F8B0A45F3A14F7;Financial Authorizations;m9esErjjTLNO;D47A567B61C3F382;CNS Brain Authentic;bjx2sYngSneF;D47A560661C3F0BC;Authentic;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;294A6D1E5E7B58D3;Person Legal Info Search [WS REST];D5TQnuceSTpF;ECEB275263C543F8;CCMS;2jmvcv(jT9eP;FA22166163E52FE0;ESB - GILC Banking Services;No;;;;;;;;;WS REST;No;No;Yes
f3)VxAw5c5rJ;7FF0A2BB66174F51;Partner Collaboration Tool (PCT);Production;7FF0A2EC66176BBB;Application System Structure Diagram;B971E10E642A8E6F;CCMS.ServiceForAddNewVPAN;D5TQnuceSTpF;7FF0A2BC66175077;CCMS;9SFtEkbXYzkT;7FF0A2BD661750E1;Partner Collaboration Tool (PCT) - Disposition;No;;;;;;;;;WS REST;No;No;No
lBW24z0iTLZJ;0A020F445DB04E35;Content Management on Demand (CMOD);Production;174117C75DB07C15;Application System Structure Diagram-1;61D68B9865E93F80;Manifesto CCMS delete;xftZyWxFafS4;6B09E0E2658E77F8;ACMOD Retention Engine;D5TQnuceSTpF;249E2B1265E853AF;CCMS;Yes;ztytFaXvZn0r;DataOne - MFT;;;;;;;DATA FILE;No;No;No
pfh85TZCX5qH;22BA374561324741;BOT - RPA;Production;22BA374E61325224;Application System Structure Diagram;DCAC033962A35896;CCMS Returned-Corrispondence;D5TQnuceSTpF;97599B45628C0B00;CCMS;qKydnHYeYHmC;DCAC005A62A3569C;RPA - CCMS Returned-Corrispondence;No;;;;;;;;;USER SCREEN;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;57BCBD6265017117;INT_ICAxxx – opening ACCOUNT_ID (Limit);bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
Gf7rJromXLHI;D47A2D5361C34915;Loyalty Cornèr Suite (LCS);Production;5ED2AF8861E698CE;Application System Structure Diagram;5ED2BD0861E6A3BE;Member merge [MQ];9Kn9pWYFVrC2;5ED2B52B61E69C74;LCS Loyalty Cornèr Suite;D5TQnuceSTpF;5ED2B34361E69C10;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;No
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A461985FD7968F;Limit Update [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;D5TQnuceSTpF;486D6A4263E34289;CCMS;No;;;;;;;;;WS REST;No;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;49B064A1622B2F05;Debit File Acquisition;D5TQnuceSTpF;ECEB275263C543F8;CCMS;S0WAF9taT9mF;9E489ECF63E357A0;Dynacos Master Data;No;;;;;;;;;DATA FILE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;92E4E4B76405AF0C;PIN Change Update (0302) [TCP/IP];MhIZ0lvHSXG6;486D6A4463E34437;Visa EAS (EAS-C);bjx2sYngSneF;486D6A4163E341DD;Authentic;No;;;;;;;;;WS TCP/IP;Yes;Yes;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;200E787A5FD37F4A;MC IPM MPE File [FILE];D5TQnuceSTpF;ECEB275263C543F8;CCMS;U7zK4J6LSDz3;6F32711963C51409;Sterling Connect Direct;No;;;;;;;;;DATA FILE;No;No;No
pPSaz5RMWrFE;91C6B17D605938FD;Cornèr Public Sites;Production;DABAE8CC60592EC4;Cornèr Public Sites Diagram;EF19F7C55D630F26;CCMS.UpdateContractRequestContract;D5TQnuceSTpF;FFF92774675099A3;CCMS;L3gMjrdfa1wH;FFF9251E67509798;PEGA - Onboarding Service;No;;;;;;;;;WS REST;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;83C790725FD757CE;Authorization Advice (0120) [TCP/IP];bjx2sYngSneF;486D6A4163E341DD;Authentic;MhIZ0lvHSXG6;486D6A4463E34437;Visa EAS (EAS-C);No;;;;;;;;;WS TCP/IP;Yes;No;No
0jEx5SInZHTG;ECEB270563C541D4;CCMS;Production;ECEB270C63C5427A;Application System Structure Diagram;F3C064A768B0814D;Amiko Case Direct link;RT5OSw8YerJJ;222E467B68A48660;Amiko Edge (Rivero);D5TQnuceSTpF;ECEB275263C543F8;CCMS;No;;;;;;;;;HTTPS;No;No;No
QEyZajkLYXGE;8FC3EB6462563908;Holistic Pay - Person Registry;Production;8FC3EB6E625639E5;Application System Structure Diagram;F47A2989627E8EA6;Set CCMS matchability flag;oUSVnNuiVjy6;8FC3EBA462563D0C;Apache Kafka (onpremise);D5TQnuceSTpF;8FC3EC9E62564063;CCMS;No;;;;;;;;;MESSAGE QUEUE;No;No;Yes
Et6I5fsuZ1EH;486D6A4563E344E0;Authorization and Fraud Prevention;Production;486D6A8163E36B35;Authorization and Fraud Prevention Diagram;33A4643A5FD7AA06;Compliance Enquiry [WS];bjx2sYngSneF;486D6A4163E341DD;Authentic;I7TQm0deSbRG;486D6A4163E34233;Authorization GUI;No;;;;;;;;;WS REST;No;No;No
